35168, 19122
34237, 2528
18806, 16047
37077, 13101
26571, 13290
51746, 3567
31543, 776
45391, 5549
15581, 5205
26971, 8158
42926, 12735
29901, 9237
49833, 8971
9488, 794
2501, 19192
49197, 18335
5835, 4993
14735, 7234
51751, 13497
18200, 10098
10571, 13533
24025, 2251
45052, 336
47319, 11047
30995, 1696
11939, 11127
5007, 18503
16745, 768
44963, 13463
52018, 19639
33916, 721
21411, 6586
56859, 1713
56955, 13348
19902, 15740
23621, 14795
22513, 3333
4353, 4196
19470, 1222
35881, 5207
400, 12143
46532, 18642
42744, 5548
59129, 19125
29273, 14768
57477, 12347
23493, 4825
26416, 9583
28810, 2008
58950, 19391
22439, 16377
43026, 4193
2689, 2855
17152, 16742
30748, 5043
15477, 3334
14088, 6591
28114, 11196
53547, 4735
57380, 18991
3774, 14602
6997, 12512
4970, 12029
18152, 6470
18151, 3510
25245, 15527
52016, 3425
39144, 6493
13145, 16392
55620, 19344
27663, 15988
33451, 12996
5639, 19537
3181, 17302
56415, 492
28614, 19032
59751, 18288
34392, 1886
7169, 1848
33874, 17572
16603, 5101
44416, 4270
25145, 7090
50748, 2543
30222, 4994
10893, 6682
36666, 6021
8666, 14641
26979, 14393
30156, 1788
21506, 15307
19312, 1647
43256, 14759
22632, 2299
18478, 6264
42329, 14097
29879, 440
13855, 101
38489, 10953
4358, 10019
51467, 16674
16106, 5608
49470, 1987
32706, 18110
18636, 4784
53488, 12548
7209, 4951
25736, 496
32824, 11707
56172, 8652
53621, 4944
27758, 5310
43724, 14649
53428, 16118
19657, 12291
58248, 4788
36725, 16413
35713, 17307
40345, 1963
57788, 9336
23859, 10687
55766, 8761
7613, 2585
20684, 13597
27666, 9982
34718, 773
31641, 12813
2407, 12553
19420, 1102
23298, 16488
31291, 18380
50676, 9704
20398, 3695
14093, 11633
28625, 15321
57993, 13048
46702, 10881
41709, 10672
41037, 9828
34016, 3021
27283, 12681
23255, 10809
53035, 550
50938, 11803
42257, 17997
15742, 4958
34730, 13535
35049, 19900
24540, 12948
40390, 8440
37367, 4740
7527, 14132
13267, 18392
20611, 14624
26555, 6432
4551, 18864
11321, 4804
2294, 5103
23778, 1250
28597, 3400
53084, 19153
325, 13349
16145, 7475
17318, 17935
38370, 13498
45120, 12351
15024, 8128
11551, 19996
40611, 2556
39592, 154
8115, 16308
21806, 18752
45544, 11171
12509, 968
47635, 13576
59358, 4497
3639, 10823
23253, 16743
59876, 11154
12939, 3243
11224, 8969
20506, 10997
51649, 5817
24376, 3218
6320, 13332
32215, 10285
31695, 14129
37108, 5627
21089, 13799
33542, 6083
7485, 11204
49212, 7072
41131, 19088
36383, 219
39628, 19977
14975, 2161
22635, 2563
49737, 2692
7631, 19207
2967, 16660
32671, 4513
8376, 2928
4375, 6711
27449, 12181
13087, 2280
29225, 7870
34203, 2114
46275, 6723
24332, 266
12744, 13541
23414, 4987
16644, 18648
42056, 5966
19823, 11315
25106, 11753
44829, 7867
36168, 9328
43013, 18184
5943, 4223
45778, 16955
1547, 16162
52705, 17403
39688, 10373
51657, 6279
44140, 7365
56871, 6739
33687, 15672
17991, 6942
22043, 7233
52398, 1631
6598, 19530
21935, 2159
59641, 8747
15333, 9280
27006, 11946
57391, 2919
34449, 9524
36083, 2127
11554, 10961
36756, 10104
10553, 3031
48084, 18826
52098, 4246
29197, 7791
55485, 12390
1439, 16518
22551, 16039
9190, 16608
37296, 15533
52187, 10219
49416, 4273
46986, 14827
45437, 18227
50073, 15320
15473, 2126
54483, 1260
30545, 17237
1399, 10307
40439, 100
16659, 350
15224, 9966
10737, 5811
30648, 6888
56745, 3297
24837, 19791
57200, 1280
55857, 8115
56323, 16206
49904, 4627
27692, 13379
45908, 18743
23479, 14643
9671, 3423
12068, 17298
16169, 13457
30126, 18388
50956, 5555
57613, 7605
52881, 3537
31629, 2709
19688, 14232
11530, 17793
57703, 7834
4141, 15842
38391, 11602
52485, 15724
33275, 10621
43697, 5214
5054, 10484
40966, 15309
21876, 15258
2563, 4153
51815, 4150
9724, 2211
3303, 16252
11159, 10117
5723, 19429
58978, 6918
20026, 16720
6427, 3618
44665, 629
37784, 4708
28653, 11064
48546, 4869
56903, 8120
10126, 29
58088, 7978
20821, 1754
32575, 12110
13911, 9905
13960, 9189
46519, 8520
26735, 16628
17858, 19551
1274, 13129
14533, 15050
9439, 1851
399, 3550
2541, 6033
1803, 5235
54659, 1958
48506, 11298
56852, 11654
25496, 8925
33991, 19609
593, 3151
2932, 18415
56497, 5387
57739, 749
32581, 17875
15045, 7813
7234, 9158
34281, 3912
23707, 12720
6543, 13584
22335, 8789
13452, 9566
19432, 2021
21728, 14558
10824, 3245
39353, 12216
2628, 12852
17822, 3629
2500, 4151
13672, 3904
2362, 235
7081, 5104
23541, 12914
53644, 3902
18976, 11265
2634, 10807
59390, 19455
19352, 2523
49091, 12193
4675, 13348
5467, 8990
15616, 520
34593, 9236
42444, 14195
36913, 13213
55623, 13747
10620, 18956
39214, 19943
50676, 289
8078, 7131
36817, 5634
7383, 13318
16573, 1604
45292, 1815
12539, 11733
18246, 15130
28495, 18228
21045, 3448
35085, 17235
30523, 1769
39564, 11079
21684, 16985
34694, 17008
19324, 6943
21396, 1671
24645, 16065
24293, 4071
18588, 4419
1365, 242
34180, 10581
17965, 13041
35026, 5348
51331, 3567
18588, 12463
20368, 16366
1442, 17122
22065, 16825
3387, 6620
56837, 17305
13412, 11910
47392, 5798
32333, 8982
48040, 7552
23954, 7771
36246, 19775
17759, 16116
56712, 13272
39624, 1506
36721, 3277
28104, 13043
35174, 13236
23313, 5016
8138, 6258
25796, 14923
17990, 1322
20525, 6212
56326, 18535
33330, 10365
14645, 16818
16346, 11552
33135, 7071
29477, 2278
10072, 10502
11755, 2048
32664, 12239
22195, 154
50515, 6303
19629, 5147
43836, 3998
8661, 5302
21194, 864
39212, 17802
45508, 10054
21511, 7244
6560, 4094
25552, 10920
781, 9929
41497, 3278
46992, 2439
41380, 10837
30529, 5796
17091, 15439
58071, 5401
8671, 14624
51467, 18119
54526, 10237
24966, 1604
2655, 10088
310, 15821
39874, 11898
24450, 7776
31814, 10216
17333, 710
19319, 7557
43250, 19861
44748, 6280
4758, 15857
7278, 3873
13451, 14451
4027, 13753
13060, 16548
35845, 6515
59448, 10158
20187, 9552
34256, 5940
12463, 2700
3443, 16009
4542, 7615
57033, 7074
11354, 9132
50545, 6487
11998, 17212
57016, 14884
35013, 8813
37557, 16469
33980, 12313
9900, 14882
37475, 7261
55717, 55
47494, 6681
25608, 16772
42934, 14041
35818, 16607
44276, 4216
22189, 12131
4800, 10183
12109, 1595
28333, 17107
42695, 7070
5197, 6568
29558, 2235
44473, 13958
37274, 4258
13580, 3903
2563, 1286
6815, 7524
37707, 19274
23120, 2718
28440, 12910
19925, 13795
49393, 15293
51601, 8394
55557, 7564
9377, 16226
46965, 11032
2014, 18562
25753, 1911
24062, 10967
44373, 17750
38332, 10680
2464, 9542
25028, 19197
36842, 11286
30993, 8968
42272, 4312
6336, 9472
25141, 12365
46117, 12805
23133, 17800
24458, 2987
6115, 18874
49603, 7927
54446, 1650
41123, 776
58568, 3264
36807, 7116
41063, 10341
33145, 7072
8912, 14046
13758, 12781
54656, 2069
54131, 14438
22527, 19407
57850, 9741
29340, 999
25512, 3197
27706, 12541
38629, 1154
6068, 9278
24085, 1880
13710, 2649
45040, 2768
59831, 6641
23313, 16700
38391, 14701
58192, 16234
46330, 10713
2100, 8418
22279, 9200
25600, 16648
13360, 16983
18899, 2530
3412, 19229
46685, 5260
26484, 8470
35460, 8047
26719, 14000
20179, 7921
53916, 19729
21419, 10383
15154, 8747
55401, 3587
56705, 12050
49880, 18042
35209, 3148
4144, 19849
17749, 10705
52855, 4482
41777, 17971
59388, 2533
14124, 14861
1092, 8253
34311, 4513
42991, 14740
12706, 3281
33420, 4455
4973, 1330
26052, 9400
54032, 17061
25431, 8649
3901, 8104
52385, 16370
35277, 1090
55798, 7597
10792, 12801
57789, 11246
51395, 2726
26623, 8432
7302, 1119
10133, 17346
58315, 8243
56819, 2809
28539, 13385
10609, 15275
10358, 12612
23386, 4949
36283, 4239
59915, 5485
39761, 13223
39774, 2158
45092, 2644
20232, 3849
4166, 11649
11909, 13845
55308, 5314
50719, 11458
28781, 16164
37891, 19186
10842, 10018
56375, 3063
55861, 9283
33194, 4369
33356, 13980
7148, 17549
58532, 17968
32117, 11566
4460, 4000
11157, 13153
7717, 8853
5756, 1586
10985, 5930
17309, 9542
40485, 6312
2534, 10069
48855, 17270
38796, 455
24662, 10356
22518, 5755
31278, 12898
59843, 16751
21215, 4160
34472, 843
42311, 12121
14872, 905
32135, 9526
4114, 3650
21867, 8867
58985, 9811
53163, 16932
47056, 19558
7435, 194
18495, 9582
11404, 17866
59172, 17271
50968, 1750
16134, 16894
7334, 17279
10303, 7999
24795, 1873
25566, 3436
13173, 7502
25593, 12609
16476, 7166
17698, 15221
33353, 6446
39677, 19371
24871, 11580
52292, 14254
38193, 1768
9912, 14559
55050, 8514
4970, 15515
35489, 3789
24049, 5162
56561, 17817
56027, 17076
22567, 9317
33784, 15572
39179, 10116
18149, 7653
57287, 7976
30341, 15963
18279, 8261
38854, 16646
33859, 6318
59867, 13450
24471, 1594
2971, 18448
16011, 6963
34925, 2347
19844, 7370
57814, 478
45491, 11491
52458, 18095
9722, 2320
51952, 744
46047, 19242
49504, 1935
9880, 15922
41617, 17401
43368, 10993
38746, 10793
22200, 12360
57759, 10388
12015, 8493
59378, 7601
6180, 8574
48781, 16172
44076, 15192
52123, 10642
31675, 6742
49095, 13477
59232, 17005
19636, 5052
37058, 11432
49852, 5726
26386, 15038
41065, 17493
28463, 3871
26636, 15897
1984, 18672
17994, 18852
29948, 3352
53550, 5636
1935, 6935
40713, 7063
15697, 13017
29902, 18621
57929, 2902
43048, 5656
47534, 14485
23816, 14597
20969, 2620
38092, 957
1321, 2123
44138, 17005
7065, 4221
3707, 430
13089, 9920
15648, 7339
33431, 5847
56497, 11477
21501, 18055
10843, 17359
28369, 17394
12224, 12667
50678, 7196
10303, 10902
44778, 17182
33639, 10559
53797, 5425
51211, 3448
24096, 3558
4191, 6822
29450, 2047
23983, 9028
55078, 8226
16780, 1608
2923, 16156
10469, 1133
4680, 10278
51075, 13918
44653, 610
59600, 4775
17377, 14840
12097, 18312
12016, 18766
25180, 1534
4164, 2503
7053, 10119
28154, 8303
11666, 10335
20460, 2477
58486, 11184
19803, 14829
26311, 2794
1071, 8558
23237, 8670
55256, 16400
51781, 18431
51027, 6302
7485, 8829
42278, 19992
923, 5085
59935, 3692
19155, 2512
55613, 10128
40557, 12164
34709, 4776
25181, 19112
39313, 2048
39567, 16943
10292, 1372
29108, 10634
47809, 12762
48086, 627
51362, 4543
47966, 2570
24260, 19218
1261, 13267
11780, 4693
6250, 11411
266, 2323
3471, 2891
17754, 14877
50012, 8098
50388, 19894
55153, 15423
49467, 18166
17119, 13066
43550, 2639
37553, 16190
20438, 4273
4274, 4137
11818, 8795
53254, 1547
29005, 1698
23019, 9611
4143, 16047
14062, 17155
45379, 6811
11671, 11777
23574, 9390
2838, 7930
24320, 3864
5016, 10548
2532, 5986
1949, 17250
7818, 6892
36814, 12500
7519, 14717
43818, 2325
7942, 13208
52327, 1558
26798, 16776
9124, 10696
25611, 15424
12227, 8111
29902, 1307
28491, 18808
43499, 7953
10788, 19500
54170, 490
43922, 7996
10505, 2995
21305, 19530
22262, 1292
40570, 18937
23140, 17746
22453, 7129
56264, 16986
19013, 15563
58908, 19740
27504, 7946
4209, 13785
29591, 14078
39559, 6872
36830, 1930
14703, 4967
36879, 14377
7321, 18687
13276, 15485
47444, 6752
39259, 6899
21878, 6525
57435, 19456
52613, 7219
39526, 5595
48170, 4471
7404, 8109
38535, 1920
46849, 12238
39322, 2284
52205, 5569
28392, 18575
1292, 14801
53242, 16980
30097, 14408
38902, 17160
9143, 17955
47531, 12375
22356, 12173
26453, 1236
34927, 3853
2139, 3257
32764, 6790
13081, 1658
84, 7500
3561, 4062
4021, 13188
10430, 18887
45355, 1410
46929, 3739
29754, 7847
51859, 6538
58284, 3595
42858, 5329
37246, 6888
1674, 4838
59269, 10439
34575, 1701
44948, 17676
15548, 10570
21058, 894
33702, 1580
8395, 5068
23604, 12624
2342, 17448
45128, 18716
37533, 3524
44322, 3005
6517, 8962
16327, 9546
9896, 7566
56101, 10660
14545, 4640
57703, 5172
24813, 13377
54564, 2185
32535, 7487
24325, 10031
37111, 2181
9467, 11961
11031, 8632
55625, 12584
42231, 7749
20262, 7210
11535, 1189
27558, 17160
6844, 7039
58325, 5075
42523, 5076
21232, 11769
23521, 5643
6003, 15659
29216, 11122
49023, 4474
63, 4138
13374, 12134
48164, 16081
57546, 13944
54323, 17526
56979, 6715
20465, 27
34730, 12048
44816, 2817
56423, 18516
33511, 16832
25139, 3920
26887, 14167
24336, 10882
44852, 3940
30992, 12434
43096, 2689
37266, 19817
39083, 5412
13535, 4710
22303, 17937
43198, 4623
23913, 6389
23632, 7617
35129, 97
56355, 6450
29478, 18550
15449, 15554
15865, 3493
5948, 12996
41299, 7260
56469, 17587
54892, 13145
46819, 14864
16110, 19005
54409, 2607
11280, 6310
28232, 11236
58761, 12566
23938, 3062
59388, 19993
49093, 9392
42913, 14477
35711, 12180
48035, 1283
33112, 2201
36676, 6818
40778, 3481
12485, 5594
53440, 9520
18234, 994
49213, 12367
8128, 12388
32089, 15752
4479, 11669
4278, 2622
6306, 1785
9800, 13970
23649, 8749
7689, 7352
6745, 17025
6163, 2623
22196, 10489
11053, 17432
43911, 7484
57741, 10341
3678, 5531
49523, 12797
46154, 2648
57631, 7318
17580, 4540
47864, 9831
32347, 5072
52088, 9855
45295, 3898
38504, 7859
22039, 7734
37940, 2547
50197, 10144
50455, 4071
23222, 974
48709, 8191
58234, 1452
20600, 17810
49379, 14811
17455, 9123
57428, 16880
19841, 5302
12292, 3355
22688, 16983
44418, 8928
20823, 4316
19479, 12847
8587, 2943
14614, 588
28270, 11022
38846, 3701
57010, 10486
10252, 5018
10244, 2993
21580, 15369
38906, 15335
31318, 15588
20310, 8140
59853, 14246
1181, 18464
6193, 12805
16830, 6975
5344, 7746
259, 10044
59360, 16377
11608, 13077
4867, 5891
24693, 12565
30160, 16320
58093, 3729
24107, 1061
39691, 11368
21749, 2721
2160, 19037
15445, 15830
18721, 11509
43618, 4798
24402, 686
6857, 6779
26002, 2353
15100, 17596
28405, 3456
52341, 8450
41908, 8512
52646, 19488
12723, 1133
58762, 3382
3308, 3028
20396, 12553
11851, 4712
13420, 7248
29768, 17642
58846, 3321
26650, 2005
50642, 9158
32336, 4206
51346, 5159
36281, 17035
10149, 14116
25513, 269
45566, 6685
18797, 19333
16644, 19708
11410, 9820
14739, 3196
4169, 18887
55944, 3014
10744, 4184
49318, 5746
21124, 815
54606, 17530
28704, 9836
52570, 18658
23984, 3267
31305, 15249
58324, 15589
32635, 14582
12625, 4965
33392, 11092
18739, 4701
48212, 15678
53476, 14266
26673, 4007
107, 890
8381, 7024
10980, 10026
40430, 13696
57916, 14702
50868, 17984
18753, 2936
7444, 18025
18929, 18530
42974, 4427
39216, 16852
53131, 4193
22244, 3594
34738, 19977
22977, 9802
21688, 9508
17282, 11806
46121, 7097
48035, 6580
17716, 5795
35890, 1418
30804, 16225
38857, 13019
26410, 15773
47674, 15585
5727, 5750
51971, 13907
25325, 9358
55757, 14706
47917, 5025
8214, 16081
17157, 2047
19461, 8183
56469, 19967
58214, 16912
43498, 6647
25067, 15434
40241, 19532
7371, 13058
35584, 2472
29961, 668
31774, 7857
14606, 12121
11706, 1473
10491, 1222
45113, 18907
47437, 4640
48833, 11816
37839, 9913
30086, 12033
50675, 8407
907, 10211
28556, 17988
47628, 16156
43843, 16935
1199, 10258
17903, 15056
9362, 18409
30246, 17168
45996, 14315
23730, 5593
55265, 12140
4693, 9997
59725, 7275
55250, 761
33519, 16268
38669, 9478
42236, 7223
44517, 5179
55699, 18467
30337, 2317
10598, 8081
35216, 16046
20085, 18492
20231, 2277
7616, 12312
14304, 15567
33168, 5361
40400, 2066
56120, 3810
44507, 10181
45429, 12354
12318, 7439
30713, 3600
5164, 11906
3278, 8676
58987, 60
33288, 14354
25763, 13987
49573, 9983
9198, 3162
368, 7014
13665, 17406
57405, 10379
4575, 7400
52234, 42
37851, 15529
21443, 12661
18181, 2252
4275, 1403
47702, 5664
1011, 12921
55096, 15864
55288, 14715
53793, 11788
51795, 16472
373, 8141
54841, 7055
47306, 1654
32209, 18549
57994, 15485
52525, 12940
49404, 2552
912, 7674
28989, 18159
54039, 5066
7492, 13786
2296, 4875
30914, 1984
10352, 2191
22309, 9999
49965, 16174
6306, 19361
26832, 4916
41799, 572
48900, 15790
58999, 7227
56877, 7376
48010, 175
40082, 13766
36883, 7871
39851, 19043
49798, 13335
14789, 8429
17795, 6869
27775, 270
31456, 18572
54083, 8196
52155, 11275
59763, 1249
41160, 8256
22522, 12154
26623, 10943
28839, 17223
34914, 15882
58003, 8212
7789, 4880
9857, 17837
50527, 17933
50226, 545
43557, 18915
14818, 19747
47553, 9414
51657, 2022
14715, 2102
32464, 2884
8679, 287
26017, 15070
49058, 16216
30178, 9493
49324, 15770
38837, 18635
32666, 8210
53948, 2051
37738, 16391
39915, 13671
45325, 2236
11928, 19368
3885, 14135
11814, 9932
55934, 4631
21179, 10083
5461, 16843
27164, 1246
5692, 19071
25809, 4505
33099, 12808
28920, 13962
51934, 617
15342, 1429
5557, 11006
19030, 14261
5320, 16894
10634, 3487
11908, 16233
50395, 18742
21486, 17959
45180, 19769
49618, 8897
6326, 14048
28188, 13716
42880, 1030
24437, 520
50942, 8765
56476, 1281
39149, 1002
41311, 11740
4077, 11876
35576, 7422
49918, 14061
45701, 5712
43073, 5943
51940, 19043
47175, 11217
59548, 6779
55969, 1795
50663, 10426
46810, 18632
56628, 10270
5147, 2306
44090, 7618
54251, 16203
36965, 5185
27631, 16529
21234, 6344
36979, 16299
46946, 2571
58141, 12533
37036, 1073
32175, 8284
39162, 9704
31566, 5342
47901, 19609
20882, 1800
7616, 105
5308, 3382
39090, 11832
4071, 3288
5814, 3538
22563, 6107
38121, 3282
36600, 17837
58756, 14847
31035, 2506
32356, 8815
24955, 11721
58789, 9276
42777, 18259
11957, 12068
46659, 18932
10267, 15513
10886, 18371
14540, 274
15080, 5148
55279, 10409
55875, 16786
23806, 5782
40976, 17683
59700, 14555
42765, 7137
22677, 7389
49640, 13156
32704, 2676
7544, 19286
30868, 3927
28923, 17041
162, 116
16403, 13548
5912, 19862
37685, 8503
36305, 4935
3293, 18287
53582, 14814
46750, 17063
35537, 15774
44418, 19850
29433, 11570
30129, 11507
32307, 18210
14371, 12458
23345, 3321
38932, 11487
56921, 866
16493, 14272
58545, 19557
2616, 10094
19820, 11009
13225, 194
5860, 19495
5239, 16813
21018, 13291
34533, 15671
23191, 10694
11110, 13000
1053, 11204
54968, 2209
47315, 8392
25330, 3977
32809, 18627
5657, 2488
55516, 5200
23869, 14332
15379, 17674
26075, 7532
40908, 12422
54916, 18488
6163, 1801
33180, 16132
43299, 12699
6840, 11023
41060, 1928
25720, 13115
23386, 14897
17307, 11989
57663, 7110
54709, 11240
59426, 17226
19669, 19746
17151, 10136
17537, 6772
12539, 16292
53797, 11594
10926, 13556
8504, 19452
28493, 7039
17634, 11058
36918, 3851
55942, 14207
18052, 17947
22110, 7489
9413, 19834
37892, 19045
20326, 12721
1560, 7447
52896, 16277
14854, 9616
50597, 1970
30882, 2617
1537, 18321
40007, 3777
54879, 10436
58409, 15785
12132, 4496
51085, 2263
40199, 11246
29394, 1222
49852, 14169
1686, 16522
40287, 10204
58638, 7136
21536, 15885
9752, 3539
27755, 9419
48463, 2864
13915, 6441
41037, 4080
34792, 16800
28866, 4309
14761, 7750
24835, 14111
7641, 5508
21932, 697
9368, 15800
53017, 6543
59503, 12796
4300, 14769
22068, 6574
54480, 2062
17942, 1165
42937, 8301
42299, 4072
12041, 2206
42109, 3266
22346, 9519
26418, 14223
5217, 4860
59066, 8977
36664, 10981
39305, 17107
10876, 17120
8301, 11618
20745, 9955
35657, 11241
51559, 3625
49836, 6061
52747, 10879
41297, 16345
55027, 9302
24422, 9882
34759, 8723
34263, 1059
46375, 7695
12122, 8891
19575, 10568
20997, 7872
58981, 18996
26429, 3869
19014, 806
36853, 2202
30094, 10394
53592, 12985
11002, 4922
32335, 13838
7618, 6518
53335, 19958
16047, 16444
25037, 17997
54631, 18012
34547, 17879
42872, 15114
41836, 3889
1670, 2744
59204, 14381
19182, 3593
25727, 1079
51108, 4258
18846, 18932
58528, 15304
59580, 13858
50856, 19903
31158, 15292
6199, 1882
11630, 14552
15203, 7044
42093, 10172
8653, 9364
616, 8200
30000, 7410
36343, 16503
53936, 17390
26540, 5601
20902, 18869
59436, 17966
42916, 17132
54905, 12189
15410, 13718
18443, 6847
4200, 6690
4942, 7633
11211, 3048
4419, 4199
53871, 7170
59073, 7242
28842, 19508
59117, 2364
32296, 18543
47729, 16333
3100, 8727
56683, 7563
44450, 10398
58711, 13601
27503, 7898
4560, 6266
28245, 11344
47715, 8084
58524, 11151
55330, 6158
35525, 2528
41605, 17236
25727, 5832
48836, 15376
27538, 12854
43845, 3941
4904, 1698
22781, 11942
36856, 18095
7262, 11423
9946, 11929
5146, 1525
33227, 16810
48530, 1991
26162, 2268
28190, 9389
21892, 18439
40059, 4263
8841, 3654
3487, 3548
23014, 7226
56405, 12960
59622, 9953
39637, 6899
5269, 11528
1783, 13906
25249, 7311
43500, 11777
9963, 17674
5485, 2878
52460, 13483
35374, 19343
49217, 98
28231, 12608
58009, 18314
43260, 2837
5755, 3828
9247, 15543
51460, 8087
33762, 16716
29964, 5571
22819, 16514
31788, 249
54771, 1933
24626, 5747
12252, 9262
20816, 8950
16689, 10430
19193, 14740
51684, 8491
49972, 11973
4913, 12998
10883, 9240
47728, 16863
54929, 10227
7195, 6665
14676, 13157
52251, 5075
40706, 4677
10110, 15543
38495, 13804
37362, 245
57991, 2595
34108, 15576
49010, 17378
10, 10271
57401, 1991
45357, 4121
20626, 19092
48765, 426
40142, 17572
57221, 17769
47676, 2933
9181, 12452
11091, 12037
1827, 10703
30236, 11853
37698, 6459
8522, 13799
31264, 8951
18270, 11593
38898, 4102
43834, 18683
12345, 11448
39241, 8550
34116, 14527
56383, 2801
54365, 1283
12275, 10042
29313, 16307
52806, 4503
23582, 11513
25623, 15529
52468, 7946
50516, 12934
46269, 3289
39348, 3018
40514, 11194
19518, 2082
36750, 13797
37369, 16334
19057, 520
42317, 5948
5295, 19586
21788, 4328
9294, 12006
42613, 8727
22807, 6248
13312, 3287
9251, 10226
42232, 3944
15045, 15732
35366, 7232
42770, 2036
55821, 15028
219, 9031
12360, 8032
8856, 17739
12667, 10765
641, 18058
21672, 18749
47731, 1681
55821, 5160
55073, 1874
9993, 12411
51645, 7024
5917, 17485
25684, 11822
26500, 8954
49381, 822
39788, 9564
20609, 6096
27531, 19969
11294, 2794
48231, 16001
31410, 1335
5771, 4253
10506, 12619
5463, 3465
46881, 18488
30383, 8959
11268, 7832
40028, 10026
54657, 19142
57539, 11799
14496, 11321
57301, 7289
15656, 15022
43633, 9094
18162, 15401
14374, 19226
34987, 12205
55682, 9552
7028, 9251
52377, 10354
15410, 4029
57080, 11146
17557, 3493
6720, 4690
33530, 10888
6298, 11262
6735, 11418
58649, 6695
54991, 10031
34724, 7279
22506, 14289
49413, 8491
34182, 14816
54492, 19463
51332, 318
48584, 10834
7535, 270
6761, 7318
49507, 4199
20210, 16629
50099, 1801
31595, 462
14989, 14824
54922, 16469
43251, 17021
18711, 14751
26723, 7977
24373, 5926
939, 19679
14697, 14888
29597, 7412
38944, 8900
43458, 4268
1932, 7159
3144, 17313
36984, 526
52528, 11438
58957, 17708
27678, 1806
13003, 8350
5947, 18759
31396, 5626
48304, 1409
40661, 6310
39510, 3691
18221, 9445
13455, 14
59190, 18296
4154, 7858
59561, 15036
51125, 9412
18353, 12445
29469, 18444
57595, 601
25419, 9073
47784, 3220
25342, 2467
39098, 16599
47786, 8518
58069, 10458
21183, 15084
526, 15237
52247, 5708
8137, 1038
41617, 2160
735, 9203
56188, 16234
19490, 3773
57018, 16616
2961, 19233
23646, 18914
55653, 12127
25003, 19832
36784, 5477
26828, 7753
22966, 1620
43016, 5490
2051, 795
32230, 3045
38793, 18698
59511, 8759
40911, 12928
23884, 17346
13876, 1892
41357, 7613
27513, 5928
55336, 10278
14044, 16219
56336, 10751
48065, 8937
50282, 7737
22478, 9158
19685, 12812
12872, 18817
5931, 17589
11324, 19058
52635, 4503
19585, 17443
9463, 3654
2313, 11553
58320, 9841
45115, 7592
17879, 13866
9690, 3966
48788, 18977
15659, 2713
8433, 264
40532, 13342
23961, 9932
28624, 9506
29980, 4468
22611, 12955
58763, 9795
36044, 6371
41063, 13282
10034, 13305
1385, 16186
17181, 3566
43547, 9168
27996, 16109
27559, 11604
31607, 3583
11612, 13419
22566, 18806
20005, 7448
142, 19756
55194, 955
23475, 9054
38034, 17967
2041, 17615
35350, 8624
44887, 12853
25349, 5073
45282, 8297
17629, 11771
819, 11147
23596, 17837
15223, 15583
49644, 1024
33561, 19011
14914, 17746
11370, 19191
56658, 11753
51730, 1683
22061, 7366
26247, 4406
22989, 7867
